0,-90
0,-88.018
180,-88.018
-121.72,-87.778
-58.283,-87.778
58.283,-87.778
121.72,-87.778
-149.08,-86.32
-30.921,-86.32
30.921,-86.32
149.08,-86.32
-90,-86.208
90,-86.208
0,-86.035
180,-86.035
-121.72,-85.545
-58.283,-85.545
58.283,-85.545
121.72,-85.545
-159.82,-84.514
-20.179,-84.514
20.179,-84.514
159.82,-84.514
-138.84,-84.236
-41.163,-84.236
41.163,-84.236
138.84,-84.236
-101.64,-84.174
-78.359,-84.174
78.359,-84.174
101.64,-84.174
0,-84.053
180,-84.053
-121.72,-83.302
-58.283,-83.302
58.283,-83.302
121.72,-83.302
-165.13,-82.616
-14.866,-82.616
14.866,-82.616
165.13,-82.616
-149.08,-82.615
-30.921,-82.615
30.921,-82.615
149.08,-82.615
-90,-82.371
90,-82.371
0,-82.071
180,-82.071
-134.1,-82.062
-45.9,-82.062
45.9,-82.062
134.1,-82.062
-107.15,-82.02
-72.847,-82.02
72.847,-82.02
107.15,-82.02
-121.72,-81.052
-58.283,-81.052
58.283,-81.052
121.72,-81.052
-155.51,-80.829
-24.491,-80.829
24.491,-80.829
155.51,-80.829
-168.28,-80.662
-11.724,-80.662
11.724,-80.662
168.28,-80.662
-142.83,-80.539
-37.167,-80.539
37.167,-80.539
142.83,-80.539
-97.046,-80.351
-82.954,-80.351
82.954,-80.351
97.046,-80.351
0,-80.088
180,-80.088
-131.39,-79.829
-48.613,-79.829
48.613,-79.829
131.39,-79.829
-110.33,-79.797
-69.666,-79.797
69.666,-79.797
110.33,-79.797
-159.82,-78.967
-20.179,-78.967
20.179,-78.967
159.82,-78.967
-149.08,-78.862
-30.921,-78.862
30.921,-78.862
149.08,-78.862
-121.72,-78.795
-58.283,-78.795
58.283,-78.795
121.72,-78.795
-170.31,-78.708
-9.6919,-78.708
9.6919,-78.708
170.31,-78.708
-90,-78.467
90,-78.467
-138.84,-78.387
-41.163,-78.387
41.163,-78.387
138.84,-78.387
-101.64,-78.231
-78.359,-78.231
78.359,-78.231
101.64,-78.231
0,-78.106
180,-78.106
-129.66,-77.596
-50.337,-77.596
50.337,-77.596
129.66,-77.596
-112.36,-77.567
-67.639,-77.567
67.639,-77.567
112.36,-77.567
-153.67,-77.095
-26.332,-77.095
26.332,-77.095
153.67,-77.095
-162.83,-77.074
-17.169,-77.074
17.169,-77.074
162.83,-77.074
-144.58,-76.798
-35.416,-76.798
35.416,-76.798
144.58,-76.798
-171.74,-76.741
-8.2622,-76.741
8.2622,-76.741
171.74,-76.741
-121.72,-76.532
-58.283,-76.532
58.283,-76.532
121.72,-76.532
-95.052,-76.459
-84.948,-76.459
84.948,-76.459
95.052,-76.459
-136.13,-76.205
-43.87,-76.205
43.87,-76.205
136.13,-76.205
0,-76.124
180,-76.124
-104.78,-76.068
-75.216,-76.068
75.216,-76.068
104.78,-76.068
-128.46,-75.346
-51.536,-75.346
51.536,-75.346
128.46,-75.346
-113.77,-75.319
-66.227,-75.319
66.227,-75.319
113.77,-75.319
-157.08,-75.271
-22.921,-75.271
