0,-90
0,-82.071
180,-82.071
-121.72,-81.052
-58.283,-81.052
58.283,-81.052
121.72,-81.052
-149.08,-75.111
-30.921,-75.111
30.921,-75.111
149.08,-75.111
-90,-74.55
90,-74.55
0,-74.141
180,-74.141
-121.72,-72
-58.283,-72
58.283,-72
121.72,-72
-159.82,-67.564
-20.179,-67.564
20.179,-67.564
159.82,-67.564
-138.84,-66.347
-41.163,-66.347
41.163,-66.347
138.84,-66.347
0,-66.212
180,-66.212
-101.64,-65.921
-78.359,-65.921
78.359,-65.921
101.64,-65.921
-121.72,-62.948
-58.283,-62.948
58.283,-62.948
121.72,-62.948
-164.85,-59.875
-15.154,-59.875
15.154,-59.875
164.85,-59.875
-149.08,-59.618
-30.921,-59.618
30.921,-59.618
149.08,-59.618
-90,-58.283
0,-58.283
90,-58.283
180,-58.283
-134.35,-57.555
-45.648,-57.555
45.648,-57.555
134.35,-57.555
-106.86,-57.146
-73.142,-57.146
73.142,-57.146
106.86,-57.146
-121.72,-54
-58.283,-54
58.283,-54
121.72,-54
-159.55,-52.434
-20.451,-52.434
20.451,-52.434
159.55,-52.434
-146.16,-51.624
-33.835,-51.624
33.835,-51.624
146.16,-51.624
-172.5,-51.614
-7.5032,-51.614
7.5032,-51.614
172.5,-51.614
-97.489,-51.238
-82.511,-51.238
82.511,-51.238
97.489,-51.238
-111.34,-49.346
-68.659,-49.346
68.659,-49.346
111.34,-49.346
-134.04,-49.313
-45.961,-49.313
45.961,-49.313
134.04,-49.313
0,-45.339
180,-45.339
-121.72,-45.052
-58.283,-45.052
58.283,-45.052
121.72,-45.052
-90,-44.661
90,-44.661
-155.5,-44.616
-24.505,-44.616
24.505,-44.616
155.5,-44.616
-166.96,-44.591
-13.035,-44.591
13.035,-44.591
166.96,-44.591
-102.89,-43.93
-77.113,-43.93
77.113,-43.93
102.89,-43.93
-144.11,-43.487
-35.89,-43.487
35.89,-43.487
144.11,-43.487
-112.8,-40.37
-67.2,-40.37
67.2,-40.37
112.8,-40.37
-132.3,-40.284
-47.703,-40.284
47.703,-40.284
132.3,-40.284
-174.03,-38.371
-5.9744,-38.371
5.9744,-38.371
174.03,-38.371
-95.906,-37.999
-84.094,-37.999
